Epoch   Train_L_loss   Train_U_loss   Val_L_loss   Val_U_loss   Val_dice   Val_MSE   best_epoch
 35        0.4283         0.5779        0.4412       0.3758      0.5588     0.3758       19
 36        0.4043         0.6310        0.4412       0.3758      0.5588     0.3758       19
 37        0.4609         0.6013        0.4412       0.3758      0.5588     0.3758       19
 38        0.2511         0.7367        0.4412       0.3758      0.5588     0.3758       19
 39        0.4040         0.6975        0.0070       0.6082      0.9930     0.6082       39
 40        0.2652         0.8343        0.0070       0.6082      0.9930     0.6082       39
 41        0.3409         0.6094        0.0070       0.6082      0.9930     0.6082       39
 42        0.5115         0.5608        0.0070       0.6082      0.9930     0.6082       39
 43        0.1940         0.6708        0.0070       0.6082      0.9930     0.6082       39
 44        0.2056         0.6213        0.0070       0.6082      0.9930     0.6082       39
 45        0.1522         0.7149        0.0070       0.6082      0.9930     0.6082       39
 46        0.3142         0.6776        0.0070       0.6082      0.9930     0.6082       39
 47        0.2299         0.6504        0.0070       0.6082      0.9930     0.6082       39
 48        0.5901         0.6994        0.0070       0.6082      0.9930     0.6082       39
 49        0.4916         0.6476        0.0070       0.6082      0.9930     0.6082       39
 50        0.4549         0.6269        0.0070       0.6082      0.9930     0.6082       39
 51        0.4268         0.7147        0.0070       0.6082      0.9930     0.6082       39
 52        0.3019         0.5869        0.0070       0.6082      0.9930     0.6082       39
 53        0.4453         0.6561        0.0070       0.6082      0.9930     0.6082       39
 54        0.3662         0.6785        0.0070       0.6082      0.9930     0.6082       39
 55        0.3266         0.7515        0.0070       0.6082      0.9930     0.6082       39
 56        0.3836         0.6943        0.0070       0.6082      0.9930     0.6082       39
 57        0.4186         0.7525        0.0070       0.6082      0.9930     0.6082       39
 58        -0.0185         0.6103        0.0070       0.6082      0.9930     0.6082       39
 59        0.5827         0.6685        -0.0459       0.6013      1.0459     0.6013       59
 60        0.2295         0.7043        -0.0459       0.6013      1.0459     0.6013       59
 61        0.4484         0.7456        -0.0459       0.6013      1.0459     0.6013       59
 62        0.3678         0.5453        -0.0459       0.6013      1.0459     0.6013       59
 63        -0.0303         0.6784        -0.0459       0.6013      1.0459     0.6013       59
 64        0.3080         0.6096        -0.0459       0.6013      1.0459     0.6013       59
 65        0.4364         0.6924        -0.0459       0.6013      1.0459     0.6013       59
 66        0.3244         0.7375        -0.0459       0.6013      1.0459     0.6013       59
 67        0.4130         0.7368        -0.0459       0.6013      1.0459     0.6013       59
 68        0.2731         0.6417        -0.0459       0.6013      1.0459     0.6013       59
 69        0.2471         0.5748        -0.0459       0.6013      1.0459     0.6013       59
 70        0.6120         0.6195        -0.0459       0.6013      1.0459     0.6013       59
 71        0.3522         0.7148        -0.0459       0.6013      1.0459     0.6013       59
 72        0.1137         0.6143        -0.0459       0.6013      1.0459     0.6013       59
 73        0.4270         0.6595        -0.0459       0.6013      1.0459     0.6013       59
 74        0.3148         0.6789        -0.0459       0.6013      1.0459     0.6013       59
 75        0.2485         0.6476        -0.0459       0.6013      1.0459     0.6013       59
 76        0.4406         0.6674        -0.0459       0.6013      1.0459     0.6013       59
 77        0.3001         0.5629        -0.0459       0.6013      1.0459     0.6013       59
 78        0.2309         0.6930        -0.0459       0.6013      1.0459     0.6013       59
 79        0.0950         0.7015        -0.0432       0.6001      1.0432     0.6001       59
 80        0.4152         0.6496        -0.0432       0.6001      1.0432     0.6001       59
 81        0.5116         0.6824        -0.0432       0.6001      1.0432     0.6001       59
 82        0.2727         0.6811        -0.0432       0.6001      1.0432     0.6001       59
 83        0.3738         0.6801        -0.0432       0.6001      1.0432     0.6001       59
 84        0.0269         0.5518        -0.0432       0.6001      1.0432     0.6001       59
 85        0.3213         0.7362        -0.0432       0.6001      1.0432     0.6001       59
 86        0.3713         0.6726        -0.0432       0.6001      1.0432     0.6001       59
 87        0.1149         0.6395        -0.0432       0.6001      1.0432     0.6001       59
 88        0.1841         0.6242        -0.0432       0.6001      1.0432     0.6001       59
 89        0.0079         0.6158        -0.0432       0.6001      1.0432     0.6001       59
 90        0.2361         0.5961        -0.0432       0.6001      1.0432     0.6001       59
 91        0.5230         0.5881        -0.0432       0.6001      1.0432     0.6001       59
 92        0.0625         0.6754        -0.0432       0.6001      1.0432     0.6001       59
 93        0.3858         0.5866        -0.0432       0.6001      1.0432     0.6001       59
 94        0.3311         0.6293        -0.0432       0.6001      1.0432     0.6001       59
 95        0.1736         0.7048        -0.0432       0.6001      1.0432     0.6001       59
 96        0.5616         0.5880        -0.0432       0.6001      1.0432     0.6001       59
 97        0.1147         0.5772        -0.0432       0.6001      1.0432     0.6001       59
 98        0.7828         0.7311        -0.0432       0.6001      1.0432     0.6001       59
 99        0.1080         0.6588        -0.0111       0.5971      1.0111     0.5971       59
100        0.5409         0.5975        -0.0111       0.5971      1.0111     0.5971       59
101        0.2226         0.6074        -0.0111       0.5971      1.0111     0.5971       59
102        0.2352         0.7216        -0.0111       0.5971      1.0111     0.5971       59
103        0.2504         0.5549        -0.0111       0.5971      1.0111     0.5971       59
104        0.5394         0.6900        -0.0111       0.5971      1.0111     0.5971       59
105        0.3798         0.7248        -0.0111       0.5971      1.0111     0.5971       59
106        0.2012         0.5673        -0.0111       0.5971      1.0111     0.5971       59
107        0.0652         0.7621        -0.0111       0.5971      1.0111     0.5971       59
108        0.4525         0.6769        -0.0111       0.5971      1.0111     0.5971       59
109        0.3504         0.6593        -0.0111       0.5971      1.0111     0.5971       59
110        0.4515         0.7033        -0.0111       0.5971      1.0111     0.5971       59
111        0.2022         0.6479        -0.0111       0.5971      1.0111     0.5971       59
112        0.3658         0.7891        -0.0111       0.5971      1.0111     0.5971       59
113        0.2689         0.8634        -0.0111       0.5971      1.0111     0.5971       59
114        0.4052         0.6097        -0.0111       0.5971      1.0111     0.5971       59
115        0.3523         0.6647        -0.0111       0.5971      1.0111     0.5971       59
116        0.5699         0.6240        -0.0111       0.5971      1.0111     0.5971       59
117        0.0835         0.6591        -0.0111       0.5971      1.0111     0.5971       59
118        0.3219         0.7024        -0.0111       0.5971      1.0111     0.5971       59
119        0.1552         0.7108        -0.0092       0.5936      1.0092     0.5936       59
120        0.1599         0.6823        -0.0092       0.5936      1.0092     0.5936       59
121        0.2111         0.6043        -0.0092       0.5936      1.0092     0.5936       59
122        0.1799         0.6813        -0.0092       0.5936      1.0092     0.5936       59
123        0.3370         0.7142        -0.0092       0.5936      1.0092     0.5936       59
124        0.2513         0.5867        -0.0092       0.5936      1.0092     0.5936       59
125        0.1529         0.6810        -0.0092       0.5936      1.0092     0.5936       59
126        0.1283         0.6041        -0.0092       0.5936      1.0092     0.5936       59
127        0.2059         0.6738        -0.0092       0.5936      1.0092     0.5936       59
128        0.0950         0.6656        -0.0092       0.5936      1.0092     0.5936       59
129        0.4720         0.6851        -0.0092       0.5936      1.0092     0.5936       59
130        0.2920         0.6804        -0.0092       0.5936      1.0092     0.5936       59
131        0.0855         0.6591        -0.0092       0.5936      1.0092     0.5936       59
132        0.5472         0.6702        -0.0092       0.5936      1.0092     0.5936       59
133        0.2254         0.6039        -0.0092       0.5936      1.0092     0.5936       59
134        0.2384         0.8277        -0.0092       0.5936      1.0092     0.5936       59
135        0.2816         0.6038        -0.0092       0.5936      1.0092     0.5936       59
136        0.1325         0.7012        -0.0092       0.5936      1.0092     0.5936       59
137        0.1717         0.5714        -0.0092       0.5936      1.0092     0.5936       59
138        0.4605         0.6605        -0.0092       0.5936      1.0092     0.5936       59
139        0.0708         0.7173        -0.0910       0.6116      1.0910     0.6116       139
140        0.4872         0.7034        -0.0910       0.6116      1.0910     0.6116       139
141        0.5356         0.6250        -0.0910       0.6116      1.0910     0.6116       139
142        0.2850         0.6868        -0.0910       0.6116      1.0910     0.6116       139
143        0.2736         0.7459        -0.0910       0.6116      1.0910     0.6116       139
144        0.1762         0.6916        -0.0910       0.6116      1.0910     0.6116       139
145        -0.0370         0.6851        -0.0910       0.6116      1.0910     0.6116       139
146        0.2037         0.6301        -0.0910       0.6116      1.0910     0.6116       139
147        0.0425         0.5620        -0.0910       0.6116      1.0910     0.6116       139
148        0.0900         0.5686        -0.0910       0.6116      1.0910     0.6116       139
149        0.2339         0.7697        -0.0910       0.6116      1.0910     0.6116       139
150        0.2076         0.7460        -0.0910       0.6116      1.0910     0.6116       139
151        0.1943         0.6876        -0.0910       0.6116      1.0910     0.6116       139
152        0.2117         0.6578        -0.0910       0.6116      1.0910     0.6116       139
153        0.1493         0.6326        -0.0910       0.6116      1.0910     0.6116       139
154        0.3874         0.6376        -0.0910       0.6116      1.0910     0.6116       139
155        0.3239         0.6094        -0.0910       0.6116      1.0910     0.6116       139
156        0.0508         0.5710        -0.0910       0.6116      1.0910     0.6116       139
157        0.2064         0.7395        -0.0910       0.6116      1.0910     0.6116       139
158        0.0954         0.6768        -0.0910       0.6116      1.0910     0.6116       139
159        0.5598         0.6789        -0.0450       0.6046      1.0450     0.6046       139
160        0.3412         0.6682        -0.0450       0.6046      1.0450     0.6046       139
161        0.3090         0.7815        -0.0450       0.6046      1.0450     0.6046       139
162        -0.0222         0.6135        -0.0450       0.6046      1.0450     0.6046       139
163        0.5280         0.5846        -0.0450       0.6046      1.0450     0.6046       139
164        0.0801         0.6709        -0.0450       0.6046      1.0450     0.6046       139
165        0.1248         0.5924        -0.0450       0.6046      1.0450     0.6046       139
166        0.0448         0.6556        -0.0450       0.6046      1.0450     0.6046       139
167        -0.0329         0.5508        -0.0450       0.6046      1.0450     0.6046       139
168        0.2447         0.6930        -0.0450       0.6046      1.0450     0.6046       139
169        0.2612         0.6610        -0.0450       0.6046      1.0450     0.6046       139
170        0.2049         0.6738        -0.0450       0.6046      1.0450     0.6046       139
171        0.2535         0.6851        -0.0450       0.6046      1.0450     0.6046       139
172        0.1397         0.6148        -0.0450       0.6046      1.0450     0.6046       139
173        0.5480         0.6930        -0.0450       0.6046      1.0450     0.6046       139
174        0.0285         0.6827        -0.0450       0.6046      1.0450     0.6046       139
175        0.0860         0.5349        -0.0450       0.6046      1.0450     0.6046       139
176        0.2857         0.6700        -0.0450       0.6046      1.0450     0.6046       139
177        0.3061         0.6104        -0.0450       0.6046      1.0450     0.6046       139
178        0.1415         0.6771        -0.0450       0.6046      1.0450     0.6046       139
179        0.3685         0.6730        -0.0680       0.6061      1.0680     0.6061       139
180        0.3056         0.6948        -0.0680       0.6061      1.0680     0.6061       139
181        0.2250         0.6623        -0.0680       0.6061      1.0680     0.6061       139
182        0.3803         0.5967        -0.0680       0.6061      1.0680     0.6061       139
183        0.5466         0.6236        -0.0680       0.6061      1.0680     0.6061       139
184        0.3074         0.7003        -0.0680       0.6061      1.0680     0.6061       139
185        0.2601         0.7242        -0.0680       0.6061      1.0680     0.6061       139
186        0.5508         0.6535        -0.0680       0.6061      1.0680     0.6061       139
187        0.1122         0.7540        -0.0680       0.6061      1.0680     0.6061       139
188        0.4366         0.6598        -0.0680       0.6061      1.0680     0.6061       139
189        0.1080         0.6744        -0.0680       0.6061      1.0680     0.6061       139
190        0.2663         0.6286        -0.0680       0.6061      1.0680     0.6061       139
191        0.3283         0.7592        -0.0680       0.6061      1.0680     0.6061       139
192        0.3356         0.6770        -0.0680       0.6061      1.0680     0.6061       139
193        0.5709         0.6989        -0.0680       0.6061      1.0680     0.6061       139
194        0.1238         0.6364        -0.0680       0.6061      1.0680     0.6061       139
195        0.0815         0.6940        -0.0680       0.6061      1.0680     0.6061       139
196        0.4098         0.7409        -0.0680       0.6061      1.0680     0.6061       139
197        0.3321         0.5675        -0.0680       0.6061      1.0680     0.6061       139
198        0.1642         0.7105        -0.0680       0.6061      1.0680     0.6061       139
199        0.6542         0.6334        -0.0580       0.6013      1.0580     0.6013       139
200        0.2291         0.6271        -0.0580       0.6013      1.0580     0.6013       139
201        0.2911         0.6516        -0.0580       0.6013      1.0580     0.6013       139
202        0.2633         0.7007        -0.0580       0.6013      1.0580     0.6013       139
203        0.0359         0.5938        -0.0580       0.6013      1.0580     0.6013       139
204        0.0969         0.6122        -0.0580       0.6013      1.0580     0.6013       139
205        0.1694         0.6965        -0.0580       0.6013      1.0580     0.6013       139
206        0.2768         0.6960        -0.0580       0.6013      1.0580     0.6013       139
207        0.2524         0.6756        -0.0580       0.6013      1.0580     0.6013       139
208        0.6465         0.6284        -0.0580       0.6013      1.0580     0.6013       139
209        0.4411         0.6445        -0.0580       0.6013      1.0580     0.6013       139
210        0.3070         0.5948        -0.0580       0.6013      1.0580     0.6013       139
211        0.2719         0.6054        -0.0580       0.6013      1.0580     0.6013       139
212        0.2974         0.5808        -0.0580       0.6013      1.0580     0.6013       139
213        0.2983         0.6756        -0.0580       0.6013      1.0580     0.6013       139
214        0.1655         0.6816        -0.0580       0.6013      1.0580     0.6013       139
215        0.3319         0.6489        -0.0580       0.6013      1.0580     0.6013       139
216        0.3361         0.6847        -0.0580       0.6013      1.0580     0.6013       139
217        0.1459         0.7185        -0.0580       0.6013      1.0580     0.6013       139
218        0.0693         0.6076        -0.0580       0.6013      1.0580     0.6013       139
219        0.0653         0.5738        -0.0925       0.6085      1.0925     0.6085       219
220        0.1750         0.6652        -0.0925       0.6085      1.0925     0.6085       219
221        -0.0246         0.6660        -0.0925       0.6085      1.0925     0.6085       219
222        -0.0654         0.7386        -0.0925       0.6085      1.0925     0.6085       219
223        0.3233         0.7035        -0.0925       0.6085      1.0925     0.6085       219
224        0.2538         0.6805        -0.0925       0.6085      1.0925     0.6085       219
225        -0.1062         0.6987        -0.0925       0.6085      1.0925     0.6085       219
226        0.1396         0.6691        -0.0925       0.6085      1.0925     0.6085       219
227        0.0519         0.6786        -0.0925       0.6085      1.0925     0.6085       219
228        0.1761         0.6403        -0.0925       0.6085      1.0925     0.6085       219
229        0.2245         0.5756        -0.0925       0.6085      1.0925     0.6085       219
230        -0.0387         0.6589        -0.0925       0.6085      1.0925     0.6085       219
231        0.4054         0.7158        -0.0925       0.6085      1.0925     0.6085       219
232        0.0922         0.6532        -0.0925       0.6085      1.0925     0.6085       219
233        -0.0854         0.6120        -0.0925       0.6085      1.0925     0.6085       219
234        0.1799         0.6699        -0.0925       0.6085      1.0925     0.6085       219
235        0.1801         0.7340        -0.0925       0.6085      1.0925     0.6085       219
236        0.3942         0.7681        -0.0925       0.6085      1.0925     0.6085       219
237        0.4764         0.6834        -0.0925       0.6085      1.0925     0.6085       219
238        0.2734         0.7112        -0.0925       0.6085      1.0925     0.6085       219
239        0.4981         0.5766        -0.0783       0.6089      1.0783     0.6089       219
240        0.4524         0.7864        -0.0783       0.6089      1.0783     0.6089       219
241        -0.0816         0.6262        -0.0783       0.6089      1.0783     0.6089       219
242        0.2365         0.7414        -0.0783       0.6089      1.0783     0.6089       219
243        0.0656         0.6786        -0.0783       0.6089      1.0783     0.6089       219
244        0.1582         0.7596        -0.0783       0.6089      1.0783     0.6089       219
245        0.3048         0.6624        -0.0783       0.6089      1.0783     0.6089       219
246        0.3779         0.6111        -0.0783       0.6089      1.0783     0.6089       219
247        0.0287         0.6398        -0.0783       0.6089      1.0783     0.6089       219
248        0.2125         0.7647        -0.0783       0.6089      1.0783     0.6089       219
249        0.1856         0.5425        -0.0783       0.6089      1.0783     0.6089       219
250        0.2360         0.8422        -0.0783       0.6089      1.0783     0.6089       219
251        0.2775         0.7364        -0.0783       0.6089      1.0783     0.6089       219
