Epoch   Train_L_loss   Train_U_loss   Val_L_loss   Val_U_loss   Val_dice   Val_MSE   best_epoch
198        0.3375         0.7534        -0.0311       0.5521      1.0311     0.5521       139
199        0.1069         0.6976        0.0028       0.5411      0.9972     0.5411       139
200        0.4523         0.7163        0.0028       0.5411      0.9972     0.5411       139
201        0.1440         0.6748        0.0028       0.5411      0.9972     0.5411       139
202        0.2882         0.6694        0.0028       0.5411      0.9972     0.5411       139
203        0.1531         0.6770        0.0028       0.5411      0.9972     0.5411       139
204        -0.1379         0.7053        0.0028       0.5411      0.9972     0.5411       139
205        0.4429         0.7666        0.0028       0.5411      0.9972     0.5411       139
206        0.4166         0.7157        0.0028       0.5411      0.9972     0.5411       139
207        0.2399         0.6435        0.0028       0.5411      0.9972     0.5411       139
208        -0.0702         0.6604        0.0028       0.5411      0.9972     0.5411       139
209        0.1730         0.6921        0.0028       0.5411      0.9972     0.5411       139
210        0.2416         0.6546        0.0028       0.5411      0.9972     0.5411       139
211        0.3986         0.7468        0.0028       0.5411      0.9972     0.5411       139
212        0.2496         0.6496        0.0028       0.5411      0.9972     0.5411       139
213        0.1006         0.7443        0.0028       0.5411      0.9972     0.5411       139
214        0.2819         0.7615        0.0028       0.5411      0.9972     0.5411       139
215        0.2223         0.7094        0.0028       0.5411      0.9972     0.5411       139
216        0.4339         0.7077        0.0028       0.5411      0.9972     0.5411       139
217        0.1789         0.7224        0.0028       0.5411      0.9972     0.5411       139
218        0.2479         0.5813        0.0028       0.5411      0.9972     0.5411       139
219        0.0252         0.5264        -0.0256       0.5498      1.0256     0.5498       139
220        0.3157         0.7102        -0.0256       0.5498      1.0256     0.5498       139
221        -0.0645         0.6698        -0.0256       0.5498      1.0256     0.5498       139
222        0.3400         0.6961        -0.0256       0.5498      1.0256     0.5498       139
223        0.5346         0.6406        -0.0256       0.5498      1.0256     0.5498       139
224        0.2955         0.7304        -0.0256       0.5498      1.0256     0.5498       139
225        0.3897         0.7362        -0.0256       0.5498      1.0256     0.5498       139
226        0.2960         0.7274        -0.0256       0.5498      1.0256     0.5498       139
227        0.0900         0.6667        -0.0256       0.5498      1.0256     0.5498       139
228        0.5253         0.6929        -0.0256       0.5498      1.0256     0.5498       139
229        0.4693         0.6924        -0.0256       0.5498      1.0256     0.5498       139
230        0.3383         0.7280        -0.0256       0.5498      1.0256     0.5498       139
231        0.1785         0.6256        -0.0256       0.5498      1.0256     0.5498       139
232        0.2755         0.6288        -0.0256       0.5498      1.0256     0.5498       139
233        0.3040         0.6481        -0.0256       0.5498      1.0256     0.5498       139
234        0.3810         0.6962        -0.0256       0.5498      1.0256     0.5498       139
235        0.2807         0.6960        -0.0256       0.5498      1.0256     0.5498       139
236        0.2955         0.6571        -0.0256       0.5498      1.0256     0.5498       139
237        0.1901         0.6465        -0.0256       0.5498      1.0256     0.5498       139
238        0.3182         0.7194        -0.0256       0.5498      1.0256     0.5498       139
239        0.3203         0.7197        -0.0367       0.5525      1.0367     0.5525       139
240        0.2796         0.7362        -0.0367       0.5525      1.0367     0.5525       139
241        0.3993         0.6524        -0.0367       0.5525      1.0367     0.5525       139
242        0.4354         0.7204        -0.0367       0.5525      1.0367     0.5525       139
243        0.4094         0.7036        -0.0367       0.5525      1.0367     0.5525       139
244        0.1499         0.6065        -0.0367       0.5525      1.0367     0.5525       139
245        0.0605         0.6786        -0.0367       0.5525      1.0367     0.5525       139
246        0.2390         0.6417        -0.0367       0.5525      1.0367     0.5525       139
247        0.3319         0.7260        -0.0367       0.5525      1.0367     0.5525       139
248        0.2450         0.6731        -0.0367       0.5525      1.0367     0.5525       139
249        0.1769         0.6680        -0.0367       0.5525      1.0367     0.5525       139
250        0.1758         0.5945        -0.0367       0.5525      1.0367     0.5525       139
251        0.1820         0.6358        -0.0367       0.5525      1.0367     0.5525       139
